novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_ridi,나눔
완벽한 신붓감,romancefantasy,남망사,https://img.ridicdn.net/cover/5107000100/xxlarge?dpi=xxhdpi#1,"<완벽한 신붓감>
평범한 남작 영애 나탈리는 사교계 데뷔 3년 차다.
즉, 이번 시즌 안에 결혼하지 못하면 소위 '하자 있는 신붓감'으로 낙인이 찍히고 만다!
나탈리는 진지하게 신랑감을 찾기로 마음을 먹지만, 결혼은커녕 모종의 이유로 '관능 소설 작가'로 활동한 사실을 들켜 사교계에서 매장당한다.

그로부터 3년 후.
기묘한 무도회 초대에 응한 나탈리는 그곳에서 우연히 왕자의 비밀스러운 계획을 엿듣고 만다.
왕자가 그녀에게 말했다.

""생각하면 할수록 내 신부로 그대만 한 여자가 없어. 그대 생각엔 어때?""

결혼도 하고, 이혼도 하자고.

""그대도 나만한 남자가 없을 걸.""

뭘 잘못 처드신 게 분명하지.
나탈리는 왕자가 미쳤다고 생각했다.

일러스트: 코바",https://ridibooks.com/books/5107000001?_rdt_sid=category_6050&_rdt_idx=0,나눔
빙의했더니 괴담이 돼 버렸다,romancefantasy,설탕후루,https://img.ridicdn.net/cover/4956000200/xxlarge?dpi=xxhdpi#1,"<빙의했더니 괴담이 돼 버렸다>
로판에 빙의했다.

문제는 하필 원래 몸 주인의 장례식 날, 관 속에서 깨어났다는 거.
게다가 읽은 소설이 너무 많아서 작품을 특정할 수도 없다. 가족은 매몰차고 하녀들이 벌벌 떠는 걸 보니 난 아무래도 악녀에 빙의한 것 같다.
일단 로판 경력을 발휘해 악녀부터 탈출해야겠다!
그러다가 이상한 문양을 발견했다.

""이게 뭐지?""

[□□를 소환하는 방법]

정령이나 드래곤을 불러올 수 있는 소환 진인가?
잘 됐다. 악녀는 자기 몸 지킬 능력 하나 정도는 필요하다고.

“야옹”

그런데 정령이나 드래곤이 아닌 왜 눈 세 개 달린 표범 무늬 치즈 냥이에게 간택당한 걸까? 뭐, 귀여우니까 상관없지만!

***

로한슨 백작가에는 괴물이 산다.
죽은 에반젤린 아가씨의 가죽을 뒤집어쓴 괴물이.

세상이 로판인 줄 아는 여주와
여주 때문에 괴담을 경험하는 주변 사람들

일러스트: 양개",https://ridibooks.com/books/4956000001?_rdt_sid=category_6050&_rdt_idx=0,나눔
삼국지에 집착 남주가 왜 나와요?,romancefantasy,무밍구,https://img.ridicdn.net/cover/3049028478/xxlarge?dpi=xxhdpi#1,"<삼국지에 집착 남주가 왜 나와요?>
삼국지 패러디 소설에 빙의했다.
삼국 통일이고 뭐고 여기가 꽃밭이니 고운 얼굴들 구경이나 좀 하고 싶다만
세계관 최강 미친놈이라는 여포가 눈앞에 나타났다.

“고개 돌리지 마세요. 다른 이를 보시면 그게 누구든. 눈에 담는 이는 전부 죽일 것입니다.”

얼굴이 미쳤다고 했지, 진짜 미쳤다고는 안 했는데...?
여포가 집착남이라는 말도 없었잖아요!

게다가 눈 돌아가게 고운 여포는 머지않은 미래에 죽는단다.

여포의 사망 엔딩을 막아 보고자 바쁘게 돌아다니지만,
남장이 문제였을까, 책사 노릇이 문제였을까.
미래 따위 개뿔도 모르는데 웬걸, 꽃들이 나를 가지려 싸워 댄다.

저기,
이 소설, 어차피 남주는 유비라고 하지 않았나?
너네 갑자기 나한테 왜 이래?",https://ridibooks.com/books/3049028478?_rdt_sid=category_6050&_rdt_idx=0,나눔
나의 데드 엔딩 후에,romancefantasy,남망사,https://img.ridicdn.net/cover/1629003952/xxlarge?dpi=xxhdpi#1,"<나의 데드 엔딩 후에>
죽음이 가까워진 순간,
이 세계가 고작 누군가의 작품에 불과하다는 것을 깨달았다.

내 가족이 죽은 것도, 뭐 하나 쉬운 게 없던 내 삶도.
전부 여주인공의 각성과 화려한 결말을 위한 장치였다.
나 빼고 모두가 행복해진다니, 너무하지 않은가.

‘웃기고 있네. 누가 죽어 준대?’

망할 소설 따위 어떻게 되든 내 알 바 아니었다.
원작대로 죽지 않고 악착같이 살아남아 봤다.
그런데…… 남주의 형과 팔자에도 없는 로맨스가 시작됐다.

“설마, 나를, 나를 뭐, 좋아해요?”
“정확히는 사랑이 맞습니다. 아이사 님, 당신 옆자리에 절 둬 주세요.”
“…….”
“부디, 저를 행복하게 해 주세요.”

날 사랑한다고? 그건 어리석은 당신의 착각이다.
하지만 나는 착각이라고 정정해 주지 않을 거야.
그대는, 이용 가치가 많은 사람이거든.

“그대가 선택한 거야.”

나는 그렇게 말하며 팔을 뻗어 그의 멱살을 잡아다 끌어당겼다.
그는 순순히 내게 이끌렸다.

“당신께서 제 손을 잡고 이 방을 나서시면 저는, 평생 행복할 거예요.”

이 손을 잡으면 많은 것이 달라질 것을 안다.
그럼에도 나는 그 밤,
제국의 최고 미남 노마 디아시의 손을 잡고 말았다.",https://ridibooks.com/books/1629003952?_rdt_sid=category_6050&_rdt_idx=0,나눔
동백꽃,romancefantasy,켄,https://img.ridicdn.net/cover/211040415/xxlarge?dpi=xxhdpi#1,"<동백꽃>
* 키워드 : 여주판, 대체역사물, 판타지물, 동양풍, NL, GL, 차원이동, 삼국지, 군대물, 남장여자, 천재, 라이벌/앙숙, 삼각관계, 능력남, 직진남, 능글남, 집착남, 까칠남, 오만남, 대형견남, 헌신남, 먼치킨남, 뇌섹녀, 능력녀, 계략녀, 까칠녀, 냉정녀, 우월녀, 걸크러시, 양날개엔딩, 여주중심, 이야기중심

* 본 도서는 삼국지 세계관을 기반으로 하고 있으므로 이용에 참고 부탁드립니다.

어느 날 눈을 떠 보니 동백은 한참 어려져 있었다.
분명 평범한 대학생의 삶을 영위하는 중이었는데,
삼국지 시대로 떨어져 버린 것이다.

“어…… 여기가 무슨 나라죠?”
“한(漢)나라지, 넌 여기가 어딘지도 모르고 있었던 게냐?”

여자로서는 생존조차 힘든 환경인 것도 모자라
동백을 차원이동 시킨 까마귀 자오는
그녀가 ‘앨리스’로서 살아남으려면 숙적인
‘여왕’을 찾아 죽여야 한다 말한다.

그에 동백은 남장을 하기로 결심하고,
권력자 장양의 양아들로 들어가
삼국지의 인재들을 하나둘씩 수집하며
황제의 총애를 받기에 이르는데…….

“소신, 소동백. 천자의 말씀을 받잡아 이 난세를 평정하고 돌아오겠나이다.”

때는 후한 말, 혼란과 피바람의 시대.
‘여왕’에게 맞서야 할 운명을 타고난, 책략가 소동백.
그녀의 삼국지 속에서 생존하기 프로젝트 시작.

“난 앨리스잖아. 쉽게 로그아웃하지 않는다고.”",https://ridibooks.com/books/211033146?_rdt_sid=category_6050&_rdt_idx=0,나눔
테라리움 어드벤처,romancefantasy,수하수하,https://img.ridicdn.net/cover/4159000678/xxlarge?dpi=xxhdpi#1,"<테라리움 어드벤처>
유저 다 떠나고 고인물만 남은 방치형 다이아 생산 게임 <무한 다이아>.

마지막 업적인 ‘소지 다이아 999,999,999…개 달성하기’를 완료하자마자 이상한 세계로 끌려갔다.

아직 오픈도 안 한 <테라리움 어드벤처> 안에, 내가 모은 999,999,999…개의 다이아를 들고서.

써도 써도 줄지 않는 다이아로 게임 세상 정복하기!

일러스트: dia nak",https://ridibooks.com/books/4159000001?_rdt_sid=category_6050&_rdt_idx=0,나눔
나쁜 패를 잡고 시작합니다!,romancefantasy,척지,https://img.ridicdn.net/cover/2093077305/xxlarge?dpi=xxhdpi#1,"<나쁜 패를 잡고 시작합니다!>
돈도, 작위도, 심지어 악역인지조차도 애매한 원작 소설의 엑스트라로 빙의했다.
놀랄 만큼 아무런 밑천이 없는 원작 주인공과, 놀랄 만큼 이 세계에서 먹힐 만한 능력이 없는 나.
가진 것도 없이 빈털터리로 살아가기엔 삶이 너무 피로하다.
내가 바라는 건 오로지 무사히 이 소설 속을 탈출하는 것뿐.

진상스러운 공작가도, 쎄한 황태자도, 문란한 이국의 귀족도 다 필요 없다.

“XX, 제발 내보내 줘!”

그렇게 현실로 돌아가기 위해 아카데미에서 고군분투하는 와중, 탈주를 자꾸만 망설이게 만드는 한 사람을 만난다.",https://ridibooks.com/books/2093076052?_rdt_sid=category_6050&_rdt_idx=0,나눔
시한부 공주님을 사랑하게 된다면,romancefantasy,전후치,https://img.ridicdn.net/cover/809031812/xxlarge?dpi=xxhdpi#1,"<시한부 공주님을 사랑하게 된다면>
#판타지물 #서양풍 #모험물 #시한부공주님 #기사남주 #용병남주 #갑을관계 #신분차이 #운명적사랑 #능력남 #짝사랑남 #존댓말남 #대형견남 #능력녀 #능글녀 #외유내강녀 #쾌활발랄녀 #이야기중심

정확히 다섯 번의 고열을 겪으면 죽는다는 테트라 열병에 걸린 키로나.
두 번째 열병을 겪은 후, 공주 신분을 숨긴 채
‘나달린의 꽃’을 찾으러 마물이 득실거리는 동부로 향한다.

마물 지대에서도 가장 위험한 정중앙부, 나비미 숲에서
바실리스크에게 쫓기던 용병을 구해 준 키로나는
결박된 채로 눈을 뜨게 되는데…….

“목숨을 살려 준 은인의 목에 칼을 대는 게 동부의 전통이니?”
“그래, 잘 아네. 동부에서는 먼저 죽이지 않으면 죽게 되지.”

사랑 때문에 망해 버린 이클립스 가문의 막내아들 제이드 이클립스.
돈이면 뭐든 할 것 같은 그가 키로나는 마음에 들었다.

“너 남은 빚이 얼마야?”
“내가 아가씨를 풀어 주면 그 빚 갚아 주기라도 하게?”

눈앞에 제국의 공주님이 있다고는 꿈에도 상상하지 못하는
제이드 이클립스를 향해 키로나가 싱글싱글 웃으며 말했다.

“운 좋은 줄 알아, 납치범 새끼야. 제국에 나만 한 고용주가 어디 있겠니?”",https://ridibooks.com/books/809031812?_rdt_sid=category_6050&_rdt_idx=0,나눔
루시어스,romancefantasy,박샛별,https://img.ridicdn.net/cover/211031773/xxlarge?dpi=xxhdpi#1,"<루시어스>
* 키워드 : 판타지물, 서양풍, 왕족/귀족, 남장여자, 역하렘, 군대물, 복수, 기억상실, 권선징악, 재회물, 소유욕/독점욕/질투, 뇌섹남, 능력남, 계략남, 다정남, 절륜남, 집착남, 상처남, 짝사랑남, 순정남, 순진남, 냉정남, 무심남, 카리스마남, 존댓말남, 대형견남, 능력녀, 직진녀, 다정녀, 외유내강, 걸크러시, 성장물


티그리스의 정복왕, 루시어스.
그녀에게는 ‘들개들’이라고 하는
충성스러운 네 명의 부하들이 있었다.

하지만 그중에서도 루시어스의 연인으로서
밤을 허락받은 것은 클로드 리데르흐 공작뿐이었다.

“하도 남들이 들개라고 떠드니 진짜 네가 개새끼가 된 줄 알아?”

“개가 개처럼 구는 게 이상한 일은 아니죠.”

클로드는 어릴 적, 루시어스가 목숨을 구해 주었기에
재회한 이후 늘 루시어스의 뒤를 살피며
숨은 조력자가 되어 그녀를 도와준다.

루시어스는 그런 클로드가 의뭉스러우면서도
점차 그에게 마음을 주게 되고,
조력자에서 그녀의 연인이 된 클로드는
서서히 소유욕을 드러내기 시작하는데…….

“어둠이 물러가기 전까지 당신은 온전히 내 것이야. 당신을 양보할 생각은 없어.”


▶잠깐 맛보기

“루시.”

그가 달콤하게 속삭였다.

“내가 인내심이 많다는 것을 다행으로 생각해.”

“양심도 없군.”

기막혀하는 루시어스의 반응에도 아랑곳하지 않고 그가 덧붙였다.

“그렇지 않았으면 널 진작 나만 찾을 수 있는 곳에 가둬 버렸을 거야.”

“취향 참 더러워.”

“그래서, 날 선택한 걸 후회해?”

“내 취향도 그리 좋지만은 않아서.”

루시어스가 몸을 돌려 남자와 마주 봤다. 남자의 자수정 같은 눈동자가 그녀를 집요하게 쫓았다. 대륙에서는 드문 색이라서 혹자들은 불길하다며 수군대기도 했다. 격렬해지는 감정에 비례해 보라색이 더욱 짙어졌다. 루시어스는 이 눈을 볼 때면 어쩔 수 없이 마음이 약해졌다.

“이리 와.”

그녀가 남자의 목을 팔로 감으며 끌어당겼다. 남자는 순순히 끌려갔다. 루시어스는 얼굴이 아주 가까워질 때까지 그의 눈을 응시하다가 고개를 움직여 입술을 겹쳤다.

“얌전하게 굴면 얼마든지 예뻐해 줄 수 있어.”

루시어스는 오만한 표정으로 얘기했다. 누구보다도 잘 어울리는 모습이었다. 남자는 가슴속에서 치미는 희열에 입술을 비스듬히 올렸다.

“아직 이걸로는 부족한데.”

그가 입술을 포개며 나직이 속삭였다. 루시어스는 그의 어깨를 끌어안았다.

“부족해.”",https://ridibooks.com/books/211031773?_rdt_sid=category_6050&_rdt_idx=0,나눔
무덤가 소나무 숲의 고양이,romancefantasy,셀레네,https://img.ridicdn.net/cover/2378033240/xxlarge?dpi=xxhdpi#1,"<무덤가 소나무 숲의 고양이> 시체가 즐비한 무덤가 소나무 숲에 산다 하여, 도래솔이라 부른다.

벙어리 부모 아래서 태어나 말하는 법도 제대로 배우지 못한 어린 솔.
먼저 손을 내민 스승 연아정과 함께 이곳저곳을 떠돌며 살던 어느 날,
이상하리만치 컴컴한 동굴 속으로 굴러떨어진다.

한 줌의 빛도 들지 않는 곳.
어둡기만 한 암흑 속에서 번득인 짐승의 눈.

“그 입에 재갈이라도 물리면 조용해질까?”

선인을 연상시키는 새하얀 머리칼과 푸른 눈동자.
사내는 자신을 묘, 라 소개한다.

스승의 오랜 친구라는 신비로운 그의 체온에 기대어
저를 찾는 이가 오기만을 기다리는 사이,
그들은 어느덧 서로의 곁에 머무르기를 바라게 되는데…….

*

묘는 서슴없이 도래솔을 꼭 끌어안았다. 
그리고 꽤 진지한 목소리로 말했다.

“할 말 있어.”

평소와는 조금 다른 목소리였다.
아주 약간 더 가라앉은 목소리였다. 
그는 진지한 얼굴로 도래솔을 향해 말했다.
천천히 아주 신중하게. 
꾹꾹 눌러 말하는 목소리가 도래솔의 신경을 잡아챘다.

“한 번, 단 한 번만 용서해.
아주 큰 잘못이라도 단 한 번만 용서하겠다고 약속해.”

묘한 기분에 도래솔은 고개를 들어 묘를 쳐다보았다.
푸른 눈이 도래솔을 바라보고 있었다.",https://ridibooks.com/books/2378033240?_rdt_sid=category_6050&_rdt_idx=0,나눔
성녀는 용사를 키우느라 바쁩니다,romancefantasy,넬라크,https://img.ridicdn.net/cover/3049027953/xxlarge?dpi=xxhdpi#1,"<성녀는 용사를 키우느라 바쁩니다> 하계올림픽 여자복싱 종목 금메달리스트, 이은혜.
시합을 앞두고 평소 즐겨하던 오토메 게임 [히어로 메이커] 속 성녀 ‘마리아 에스텔’에 빙의되고 만다. 

현실로 다시 돌아가기 위해서는 게임 속 능력캐 남주들을 하나하나 모아 마왕을 무찔러야 하는데.
문제는 이 빌어먹을 게임에 배드 엔딩밖에 없다는 것.

“어쩌면 기회일지도 몰라. 배드 엔딩 뿐이었던 결말을, 해피 엔딩으로 바꿀 기회.”

그런데, 일이 좀 꼬인 것 같다.

* * * 

“……비켜.”
“…….”
“비키라고 말했어, 알렌 이로아스.”

마왕성이 코앞에 있었다.
저곳에 가서 마왕을 쓰러트리기만 하면 이번에야말로 해피 엔딩을 보고 집에 돌아갈 수 있을 거라고. 그렇게 믿어 의심치 않았는데.......

“당신은 항상 그랬지. 늘 내게 힘든 선택을 하게 해.”
“지금 뭐 하자는 거야.”
“마리아 에스텔, 내가 바라는 건 단 하나야.”
“이 손 놔.”
“당신이 영원히 내 곁에 있어 주기만 하면 돼.”
“…….”

영원히.
그렇게 말하는 그의 눈빛은 그녀를 놓지 않겠다는 집념으로 가득 차 있었다.",https://ridibooks.com/books/3049027953?_rdt_sid=category_6050&_rdt_idx=0,나눔
"흑사자님, 저는 인간인데요!",romancefantasy,요굴,https://img.ridicdn.net/cover/2107088446/xxlarge?dpi=xxhdpi#1,"<흑사자님, 저는 인간인데요!>
판타지 소설 속 엑스트라에 빙의했다.
그것도 약 5년 뒤, 주인공의 손에 멸문지화 당하는 가문의 영애로.
어떻게든 해야지 싶었지만 문제는 이 영애가,

“먕! 먕먕!”

귀엽고 하찮은 소형견 수인이며 나는 수인화한 상태인 개에 빙의했다는 것이다.

‘인간으로 변하는 방법을 몰라! 도와줘!’

주인공을 막고 자시고 일단 인간으로 변하는 게 먼저다.
하지만 인간으로 변하는 방법을 찾다가 그만 주인공과 얽혀 버리고 마는데…….

“뭐지, 이 한 입 거리도 안 되는 건.”
“먀…… 먕먕.”
“간식인가?”
“꺙! 먕!”

흑사자님, 저는 인간인데요!?",https://ridibooks.com/books/2107088446?_rdt_sid=category_6050&_rdt_idx=0,나눔
공주님은 공략을 거부합니다,romancefantasy,사가나,https://img.ridicdn.net/cover/2057210282/xxlarge?dpi=xxhdpi#1,"<공주님은 공략을 거부합니다>
여성향 게임 <코코아 로드> 속 악역 미엘 카쟌이 되었다.
신 하사크는 남주인공 시오 그란데를 공략하면 원래 세계로 돌아갈 수 있다고 말한다.

그러나 실패, 실패, 실패.
벌써 7번이나 시작 지점으로 회귀했다.
결국 남자 주인공을 공략하기보다 다른 방법을 찾고자 하는데……..

“좋습니다.”

시오가 약혼을 받아들이고,

“나는 너를 지킬 거야.”

신 하사크는 나를 지킨다고 말한다.

아뇨. 주인공, 거부합니다.
시한폭탄, 당연히 거부합니다.
게임, 무조건 거부합니다.

“게임 따위 거부하겠어.”

나 공략 안 한다고!",https://ridibooks.com/books/2057210282?_rdt_sid=category_6050&_rdt_idx=0,나눔
이 중매는 뭔가 잘못되었다,romancefantasy,성가희,https://img.ridicdn.net/cover/2107053389/xxlarge?dpi=xxhdpi#1,"<이 중매는 뭔가 잘못되었다>
전생의 기억으로 귀족 중매 업체 ‘허니문’을 세워
대박을 터트린 오필리아.

그녀는 사실 소설 속 세계에 빙의한 상태다.
설명 한 줄로 그치는, 그저 엑스트라에 불과하다.

“리카르도 에르도안…?”
“나를 아는가?”
“남주가 대체 왜 내 앞에…”
“뭐라고?”

여주와 만나야 할 그가 중매 업체는 왜 찾아온 걸까.

“그 반지, 별로군.”
“제 남편의 취향이에요.”

우두둑.

게다가 위장 결혼한 오필리아의 남편을 궁금해한다.
사업차 남편을 보자고 하는데…

“남편 대역?”
“그래. 적당한 사람 알아?”
“응. 알아.”

소꿉친구이자 괴짜 마법사인 엘렌이
남편 대역을 하겠다고 나서고,
불안함이 가득한 상태에서 두 사람이 만나게 되는데…

“어차피 우린 부부니까 볼 거 다 본 사이잖아?”
“볼 걸 다 본 사이?”

이 미친놈아!

둘 사이에서 불꽃이 튀는 게 느껴지는 건 내 착각이겠지?
오필리아는 과연, 평탄하게 ‘허니문’을 이끌어갈 수 있을까?",https://ridibooks.com/books/2107053389?_rdt_sid=category_6050&_rdt_idx=0,나눔
마녀의 아들을 지키는 이유,romancefantasy,연려하,https://img.ridicdn.net/cover/2057132428/xxlarge?dpi=xxhdpi#1,"<마녀의 아들을 지키는 이유> 수많은 사람을 학살하고 왕도를 멸망시킨 마녀.
엘레인은 그 마녀와 가족이나 다름없는 사이였다.

그러나 비극이 일어난 그 밤.
엘레인은 모든 것을 잃고 20년 뒤의 세상에서 눈을 뜬다.
가슴에 마녀의 심장을 지닌 채로.

'그이와 나의 아이...... 리히를, 지켜줘.'

마녀의 마지막 부탁.
그것을 지키기 위해 리히스트를 찾아가지만,
어리고 순수했던 아이는 시리도록 차갑고 냉정한 남자가 되어 있었다.

보라색 눈동자가 건조하게 그녀를 응시했다.

""엘레인 경이라고 했나.""
""충고하는데, 그만두는 게 좋을 거야.""

그러나 엘레인은 약속을 지키기 위해, 또 복수를 위해 검을 뽑아 든다. 
그런 엘레인 앞에 마녀의 죽음에 얽힌 진실이 드러나기 시작하는데…….

***

리히스트의 눈동자에 언뜻 짜증이 어렸다.

“엘레인 경, 지금 이게 뭐 하는 거지?”
“아, 그게, 뚜껑이 날카로워 보여서요.""
“……뚜껑 정도는 내가 열 수 있다.”

그들 주변에 있던 기사들의 얼굴이 경악으로 물들었다.
왕국의 제일 가는 기사이며, 날카로운 칼날 같은 킬리어드의 공작을, 저렇듯 물가에 내놓은 어린애처럼 취급하다니.
기사들은 한마음으로 생각했다.

'저 여자, 보통이 아니다!'",https://ridibooks.com/books/2057132428?_rdt_sid=category_6050&_rdt_idx=0,나눔
나무를 담벼락에 끌고 들어가지 말라 3부,romancefantasy,윤진아,https://img.ridicdn.net/cover/777033613/xxlarge?dpi=xxhdpi#1,"<나무를 담벼락에 끌고 들어가지 말라 3부>
복수의 이유는 결코 하나가 아닌 여럿이다
그리고 그 방법 또한 굳이 한 가지일 필요는 없다

“내 증오의 시작은 열일곱 그날의 너고 내 증오의 끝은 아델이 죽은 그날의 너야. 난 그 자리에서 계속 맴돌고 있어.”

전장의 한복판에서 자신을 적국의 왕비라 칭하는 여인이 나타난다. 적국의 군사 기밀을 고해바친 그 여인의 청은 단 하나, 적국의 왕을 죽여 달라는 것. 누구도 그녀가 자신의 나라를 배반한 이유를 헤아리지 못하는 상황 속에서 왕관보다 차라리 단두대를 선택하겠다는 그녀의 각오는 여전히 미심쩍을 뿐이다. 하지만 그녀에게서 배어 나오는 속은 진심처럼, 그리고 그녀가 말한 군사 기밀은 거짓 없는 진실처럼 보인다.
무엇이, 그리고 어디까지가 진실이고 거짓인지 판단할 수 없는 상황 속에서 여인의 정체를 의심하던 총사령관까지 설득당하기 시작하는데…….

“내가 네게 한 다디단 말들은 그 자체로 내 증오의 깊이다.”
“너를 미친 듯 증오해.”",https://ridibooks.com/books/777033613?_rdt_sid=category_6050&_rdt_idx=0,나눔
Miserere Mei: 불쌍히 여기소서,romancefantasy,닷새datsae,https://img.ridicdn.net/cover/102109829/xxlarge?dpi=xxhdpi#1,"<Miserere Mei: 불쌍히 여기소서>


“기억하시오, 캐서린. 아이 하나면 된다오. 캐번디시의 혈통을 이은 아이 말이오.”
결혼 후 겨우 석 달, 남편이 죽었다. 가문의 혈통을 이은 아이를 낳아달라는 유언을 남기고.
그러나 캐서린은 캐번디시의 아이를 가질 수 없었다. 캐번디시에는, 그 혈통을 이은 남자가 남아 있지 않았다. 그렇다고 생각했다.
“처음 뵙겠습니다. 형수님.”
하지만 남편의 장례식 날, 존재조차 알지 못했던 남편의 이복동생 데이비드가 등장하고,
“관을, 관을 꺼내요!”
매장 직전, 남편인 사울이 기적처럼 되살아나며 기이한 일들이 벌어지기 시작하는데…….",https://ridibooks.com/books/102109829?_rdt_sid=category_6050&_rdt_idx=0,나눔
다정한 개새끼를 버리겠습니다,romancefantasy,댕휘,https://img.ridicdn.net/cover/2877016511/xxlarge?dpi=xxhdpi#1,"<다정한 개새끼를 버리겠습니다>
제국의 다정한 개새끼와 결혼한다는 건 무슨 의미일까.

제국에서 데뷔탕트를 치른 귀족 영애라면 모두 이 남자, 칼릭스 드 로젠탈과의 로맨스를 꿈꿀 것이다.
황위 계승권 2위, 얼굴, 돈, 명예, 몸, 모든 게 완벽한 남자는 딱 한 가지 단점이 있었다.
당신이 사랑하는 연인과 결혼할 수 없다는 것.

“…로 인해 칼릭스 드 로젠탈 대공은 슐트 백작가의 이베타 슐트와 혼인하도록 명한다.”

그러나 누구든 그것이 치명적인 단점이라고 생각하지 않았다.
그의 결혼 상대로 이베타 슐트가 지목되기 전까지만 하더라도.

“이베타 슐트가 누구지?”
“…저입니다, 대공 전하.”

이베타 슐트.
그녀는 화려한 꽃들의 왕, 칼릭스 대공과는 너무나도 어울리지 않은 평범하고 수수한 여자였다.

어리고 병약한 황제를 대신해 수렴청정하는 태후의 개일지 모른다는 의혹을 제외한다면.

*

“당신 눈에는 모든 게 미련해 보이겠죠. 당신한테는 전부 쓸모없는 일처럼 치부될 테니까.”

“이베타.”

“사랑해요.”

결국, 튀어나오고만 부산스러운 사랑 고백은 두 사람 사이에 적막을 실어다 주었다. 살짝 열린 창문 새로 들어와 뺨에 살포시 내려앉던 초겨울의 찬 공기도 시간이 멈춘 듯 더 이상 느껴지지 않았다.

칼릭스라는 남자가 주는 긴장감이 너무 큰 탓일까. 아니면 감정 따위 뒤섞여서는 안 되는 결혼에 제가 심지를 불붙이기 시작한 탓일까. 이베타는 얕은 숨조차 내뱉지 못한 채로 여태껏 남편의 커다란 손에 붙들린 자신의 팔목을 바라봤다.

“…….”

“당신을 사랑해요. 겨우 사랑한다는 표현으로는 충족되지 않을 만큼 사랑해.”",https://ridibooks.com/books/2877016511?_rdt_sid=category_6050&_rdt_idx=0,나눔
라스트 아틀란티스,romancefantasy,김지유,https://img.ridicdn.net/cover/2213012300/xxlarge?dpi=xxhdpi#1,"<라스트 아틀란티스> 이든은 타인을 향한 맹목적인 사랑을 이해하지 못하는, 지극히 이성적인 지성인이었다.
…시안을 알게 되기 전까진.

군인치고는 지극히 약한 체력, 밥도 새 모이처럼 먹는 데다가 만사 귀찮아 하는 태도,
동면하는 곰처럼 하루 중 대부분의 시간을 잠으로 때우기까지… 뭐 하나 손 안 가는 데가 없는 사람이었다.
그래도 우주선의 의사로 왔으니 의무만 다하면 된다고 생각했는데…

“정 박사님은…, 굉장히 다정하고 희생적인 성격인 것 같습니다.”
“제가요?”
“네. 이런 말이 어떻게 들릴지 모르겠지만 정 박사님 덕분에 의사라는 직종 전체를 다시 보게 되었습니다.”

시안의 말에 내내 평정심을 잘 지키고 있던 이든이 불현듯 못내 당혹스러운 얼굴을 했다. 
다정하고 희생적인…? 자신이 누군가에게 이런 평가를 받았다는 걸 알게 되면 크게 경악할 몇몇 지인들의 얼굴이 떠오르자 이든은 등골이 오싹해졌다.",https://ridibooks.com/books/2213012137?_rdt_sid=category_6050&_rdt_idx=0,나눔
원작 소설 여주가 탈주했다,romancefantasy,블루라군,https://img.ridicdn.net/cover/4544005943/xxlarge?dpi=xxhdpi#1,"<원작 소설 여주가 탈주했다> 19금 역하렘 소설 속에서 환생했다. 여주인공을 살해하려다 실패하고 죽는 악역으로.

날 죽일 약혼자와 파혼하고 잘 먹고 잘 살고 싶은데, 
남주 후보 중 하나였던 인외남주를 유혹하는 데 성공한 여주가 원래 세계로 돌아가 버렸다. 

그것도 남은 남주 후보들을 내게 떠넘긴 채로!

“앞으로 여주로서 역경을 잘 헤쳐나가길 바라요, 파이팅!”
“자, 잠깐만요. 기다려요! 아니, 이렇게 가면 난 어떻게 하라고!”

* * *

“두 번 다시 그대에게 실수하지 않겠다고 맹세해.”
날 함부로 대한 걸 후회한다는 황태자.

“죄라면 매순간 짓고 있습니다.”
파계도 불사하겠다는 성기사단장.

“나쁘지 않은 것 같아. 그 지옥을 버틴 대가가 너라면.”
은혜를 몸으로 갚겠다는 살인귀 북부대공.

그리고 정체를 알 수 없는 미지의 남주까지. 

4명의 남자가 서로 자신을 선택하라고 강요하기 시작하는데.",https://ridibooks.com/books/4544005750?_rdt_sid=category_6050&_rdt_idx=0,나눔
