novel_title,novel_genre,novel_writer,novel_img,novel_content,platform_kakao,나눔
세상 흉악한 건 영국이 다 만들었다 [단행본],fantasy,행복해져라,https://dn-img-page.kakao.com/download/resource?kid=cHIrq/hzwBnurQEi/1KkSgwOvOhh5ITuJp3xmdk&filename=th3,"블랙기업 영국. 1912년 유럽에 떨어진 현대인 강아서. 2년 후 발발할 세계대전을…
좀비 맛 첨가, 재벌

*대체역사에 가깝습니다. 좀비는 스포이드로 몇 방울 정도, 향만 넣었습니다.",https://page.kakao.com/content/59130736?tab_type=about,나눔
참 마스터,fantasy,눈매,https://dn-img-page.kakao.com/download/resource?kid=bdpqJ2/hzwBi7LSbU/cLDtPFAqN1dCgjfpynrLA1&filename=th3,"제국의 일등 공신 가문이었던 이계인 가문 진가가 하루아침에 몰락했다. 
그것도 가장 믿었던 사람으로 인해, 
홀로 살아남은 월랑은 생존 게임이 벌어지는 살인자들의 섬으로 보내지는데......

독과 부적의 힘을 손에 넣은 진월랑.
피바람을 몰며 육지로 돌아오다!",https://page.kakao.com/content/59142520?tab_type=about,나눔
사이코패스 마녀입니다만 [단행본],fantasy,지몽,https://dn-img-page.kakao.com/download/resource?kid=ftqLP/hzp2f4H3wa/efPKyFjuBL0cSEAblCmpPk&filename=th3,"""“오백 년 전 전설의 마녀가 곧 잠에서 깨어난다고?”
사이코패스로 태어나 흑마법을 깨우친 후, 닥치는 대로 살육을 일삼던 마녀 켈라헨.

그룬나르 왕국의 공녀이자 역사학자인 메디슨은 고대 유물에서 마녀의 기록을 발견한다.
메디슨은 제7기사단의 기사장 루카스 슈트라우스와 함께 마녀를 막을 수 있는 유일한 무기 ‘근원의 칼’을 가지고 마녀를 찾아 떠난다.

그리고 깨어난 마녀 켈라헨은 어떤 선택을 할 것인가?""",https://page.kakao.com/content/59094457?tab_type=about,나눔
다나카의 이세계 성공담,fantasy,"구리,반기모",https://dn-img-page.kakao.com/download/resource?kid=c5EpWu/hyLi7ZHH09/2XpanX3jgeqHYCgHXlkJN1&filename=th3,"이세계 용사 소환에 우연히 휘말려버린
별 볼 일 없는 아저씨, 다나카 타로(가명).
세계의 착오로 터무니없는 힘을 손에 넣게 되지만
스테이터스 표기 문제로 자신이 약하다고 착각한 그는,
자신의 안전을 확보하기 위해
강해지기 위한 여행을 떠나게 되는데….",https://page.kakao.com/content/56336571?tab_type=about,나눔
역대급 시한부 공략자,fantasy,근몽,https://dn-img-page.kakao.com/download/resource?kid=3eR6t/hzhOhWGdWZ/KJCfg3nJX550N8K9NuyZ10&filename=th3,"하드모드가 존재합니다.
새로운 도전을 원하십니까?

세계적인 인기를 끌었던 &lt;인피니티 월드&gt;였지만.
극악한 난이도로 유저의 99.99퍼센트가 이지 모드조차 클리어하지 못하고 무너졌다.
그러나 최강찬에겐 이지 모드는 너무나 쉬운 게임.
게임의 모든 최초 기록은 강찬의 손에 이뤄졌다.
지루함마저 느껴질 찰나.
유일하게 노말 모드를 정복한 랭킹 1위 최강찬 앞에 메시지가 떴다.

[업적 : 노멀 모드 최초 공략자.]
[경고 : 하드 모드엔 세이브 로드가 없습니다.]

하드 모드에 도전하시겠습니까?",https://page.kakao.com/content/58397075?tab_type=about,나눔
마법을 너무 잘함 [단행본],fantasy,담백하,https://dn-img-page.kakao.com/download/resource?kid=bA06kJ/hzp2lKE7l4/I5iOGnikWR6HgRIWsjeHQ1&filename=th3,"수능 만점자, 이세계에서 마법을 배우다.",https://page.kakao.com/content/59090064?tab_type=about,나눔
"자동사냥 돌렸는데, 내가 강해짐",fantasy,아바타,https://dn-img-page.kakao.com/download/resource?kid=cdL0qz/hzwBrDzIJE/SFrTupUQlJqct2VIa4DvD0&filename=th3,"뼈를 깎고 피를 토하는 노력으로 강해졌다.
그리고, 다시 과거로 돌아왔을 때.
숨만 쉬어도 강해지는 능력을 얻었다.",https://page.kakao.com/content/59095751?tab_type=about,나눔
회귀한 무신이 기연을 독식함,fantasy,연이요,https://dn-img-page.kakao.com/download/resource?kid=bdkZsR/hzhOhhXyaS/9gJaHMTxSaFx8InvxBy6jK&filename=th3,"무신(武神) 강진우.
회귀해서 복수를 위해 기연을 독식한다.

[헌터물][먼치킨]",https://page.kakao.com/content/58331771?tab_type=about,나눔
꿈을 통해 영웅이 되다![단행본],fantasy,리치판다,https://dn-img-page.kakao.com/download/resource?kid=c24atW/hzwBlQUgBy/NajtrybezY1YrI64Vekas0&filename=th3,"꿈을 통해 인간을 세뇌시켜 세계를 지배하려는 천황! 
그의 음모에 맞설 수 있는 유일한 존재 한비화!
꿈을 통해 삼국지의 제갈량과 두뇌싸움을 하고
지옥에서 수련하며 악마들을 부하로 삼고
가상현실게임을 통해 세상을 구원하고자 한다!",https://page.kakao.com/content/59108636?tab_type=about,나눔
환생 사냥꾼의 마궁 탐사기 [완결],fantasy,예린채린,https://dn-img-page.kakao.com/download/resource?kid=KH3Lm/hzp2if262O/fzGXvkTC98RUCuOVz3w9j1&filename=th3,"#판타지 #용병 #사냥꾼 #활 #마궁

한국의 샐러리맨 조영석, 무림의 표사 장팔.
왜인지는 몰라도 자꾸만 환생? 빙의를 하는데.
이번엔 판타지 세계의 사냥꾼 아들이라고?
사냥꾼에서 용병으로, 그리고 마궁을 전문적으로 탐사하는 몬스터 헌터로~
파란만장한 주인공 카안의 판타지 성장 소설~!",https://page.kakao.com/content/59082470?tab_type=about,나눔
착각계 주인공을 기르는 방법,fantasy,rude97,https://dn-img-page.kakao.com/download/resource?kid=cJgxS/hzhOlSGct2/6tHKQAKPHtcWWEuMBM7KO0&filename=th3,"주인공이 착각계 게임의 엑스트라에 빙의한 판타지 물. 
게임은 고전적인 시스템의 턴제 RPG. 
다만 이 게임은 세간에서 평가가 안 좋은, 흔히 망겜이라 불리는 것이었고, 
게임의 주인공은 착각계라는 명목하에 스테이터스가 안 좋다. 
그리고 주인공이 빙의한 엑스트라는 극초반에 사지가 절단되서 죽게 될 운명. 
이 운명을 피하기 위해서 주인공은 게임의 주인공을 기르기 시작하는데. 
살아남기 위해서, 그리고 지키기 위해서 주인공은 게임 내의 지식을 이용해서 
착각계 게임의 주인공을 기르기 시작한다.",https://page.kakao.com/content/58554221?tab_type=about,나눔
가면의 레온,fantasy,눈매,https://dn-img-page.kakao.com/download/resource?kid=r5wkm/hzwBrjhBEs/ShR5su9bzPQ8TWkox1P82K&filename=th3,"중원을 공포로 떨게 만든 희대의 악마, 혈마존. 
그의 영혼이 기억을 잃은 채 차원을 이동한다. 

기억은 지워지고 싸가지없는 본성만 남았다. 
욱할 때마다 튀어나오는 살벌한 말투와 그의 독자무공. 
살인광이었던 그는 전혀 어울리지 않는 대신관이 되기로 결심한다. 
하지만 그 본성이 어디 가나….",https://page.kakao.com/content/59103371?tab_type=about,나눔
용역 업체 사장은 키메라 마법사,fantasy,철판코기,https://dn-img-page.kakao.com/download/resource?kid=3rUJv/hzacfrBR2t/V6zaqSl5UtRwd2ntxTALXK&filename=th3,"“으아아아아아아아아!”
아버지에 의해 키메라가 된 소서러 카일 제이드.
4년에 걸친 추적은 실패하여 폭주한 그는 결국 고향인 마법 도시 헤이즈를 파괴했다.
‘다시 한 번 더 기회가 있다면…….’
스스로 심장을 터뜨려서 자결한 그는 죽어가면서 소원을 빌었다.
“어제가 졸업식이라고?”
그 소원이 통한 것일까, 깨어나 보니 4년 전 아버지를 추적하기로 결심했던 날이다.
“그 인간을 찾는 것보다는 엘릭서를 만드는 게 좋겠지.”
두 번째 삶으로써 주어진 기회.
카일은 저주를 풀기 위해 다른 선택지를 향해 나아간다.",https://page.kakao.com/content/57653511?tab_type=about,나눔
귀환 용사가 너무 강함 [단행본],fantasy,가늘비,https://dn-img-page.kakao.com/download/resource?kid=bJenFt/hzp2dTnd8z/Mrvm9RoZBcBlW5kkfJtK0K&filename=th3,"마신을 쓰러뜨린 최강의 검사.
그가 수인족 대마법사와 함께 지구로 돌아왔다.",https://page.kakao.com/content/59089956?tab_type=about,나눔
카리시안,fantasy,예로나,https://dn-img-page.kakao.com/download/resource?kid=dGmS2c/hzp2kEP5sS/L7z37soNFLumjPEILlALU1&filename=th3,"사라노르카 대륙 레그리안 제국의 4황자,
카리시안 루스 레그리안
뛰어난 외모, 천재적인 재능. 모든것을 거머쥔 그의 비밀은 전생을 기억한다는 것!
전생을 기억하는 한 소년은 자신을 기다리고 있을 소녀를 위해 돌아가려 한다.
혜빈을 만나기 위한 카리시안의 이야기가 시작된다.",https://page.kakao.com/content/59037762?tab_type=about,나눔
"고구려, 대륙을 먹다",fantasy,다물,https://dn-img-page.kakao.com/download/resource?kid=gGVcd/hyQ9NOnVKh/Mcco30tnxCSqLIBbiZScMk&filename=th3,"옛 고구려 땅에서 발견된 영고대.
세상의 중심이길 원하는 중국이 탐욕을 드러내고,
권오성에게 회수 명령이 떨어진다.

시간을 거슬러 고구려에 떨어진 오성.
고구려의 멸망은 일어나지 않는다.
삼국을 통일하고, 대륙으로 시선을 돌린다.

이제 삼족오기 아래 천하가 요동친다.",https://page.kakao.com/content/56600789?tab_type=about,나눔
피지컬만 레벨업,fantasy,한국인,https://dn-img-page.kakao.com/download/resource?kid=0yWQc/hzacetFkMM/Co7A9Nydwd06oCaOm0aMj1&filename=th3,"누구나 되고 싶어 하는 이 시대 최고의 직업 플레이어.

[플레이어로 각성하셨습니다.]

되고 싶다고 될 수 있는게 아닌, 선택받은 자만이 가질 수 있는 초인적인 힘.
나는 그런 플레이어가 되었다.
인생이 탄탄대로, 비루했던 내 인생은 180도 달라질 것이라고 생각하며 내 어깨는 하늘 높은 줄 모르고 치솟았다.

씨익.

하지만 문제가 생겼다.
보통의 플레이어들은 게이트에서 출몰하는 몬스터들을 처치하며 레벨이 오르고, 스킬을 획득하며, 강화하고 점차 강해진다.
헌데, 나는 보통의 그들과 달랐다.

[레벨업 하셨습니다.]

남들은 다 가지고 있는 스킬이 하나도 없는 것이었다.

“그래도 나만 할 수 있는게 있지.”

[스텟 포인트 3을 흭득하셨습니다.]

“이걸로 난 최고가 될거다.”

남들은 올릴 수 없는, 스텟 포인트를 올릴 수 있는 것이었다.",https://page.kakao.com/content/58283375?tab_type=about,나눔
은퇴 직전에 회귀,fantasy,추월,https://dn-img-page.kakao.com/download/resource?kid=ck7DXB/hzb7xEcQ0z/KkP1sATR4ifGpkw7lvMHIK&filename=th3,"탑의 절대자이자, 6인의 지존 가운데 정점.
투신(鬪神) 진철.
마침내 탑을 정복, 은퇴를 눈앞에 뒀을 때.
느닷없이 30년 전.
처음 탑의 초대장을 받았을 때로 회귀했다.

……이렇게 된 이상.

“이번 생은 영 앤 리치, 그리고 플렉스다.”

영(Young).
이전 생의 경험과 기억으로 누구보다 빠르게 성장하고.
리치(Rich).
기연을 독식하여 부자가 될 것이며.
플렉스(Flex).
아낌없이 쓰고 살 거다. 주로 남의 포인트로.",https://page.kakao.com/content/57991047?tab_type=about,나눔
야만사냥꾼이 되었다 [완결],fantasy,쌍봉낙타3,https://dn-img-page.kakao.com/download/resource?kid=FFBek/hzhOfL6EFY/Z29q6fOZ9wCDb3pu7pGsp0&filename=th3,"전장에서 숨을 거둔 노병은
야만족 혼혈의 사냥꾼으로 다시 태어난다.",https://page.kakao.com/content/58804713?tab_type=about,나눔
은룡전기,fantasy,예로나,https://dn-img-page.kakao.com/download/resource?kid=c8uQKM/hzp2g3vizQ/gUklA0qoQYrI80sVA6nRbK&filename=th3,"두개의 영혼을 한몸에 품은 소년 은제화
그의 정체는 바로 드래곤?
한 어린 은룡이 고향으로 귀환했다.",https://page.kakao.com/content/59037751?tab_type=about,나눔
까불지마라. 내 안에 고룡있다,fantasy,사디스틱,https://dn-img-page.kakao.com/download/resource?kid=bt6cFz/hzp2gvGdJp/pkpLNnzKEKUnSwkkaI2NFK&filename=th3,"[비운의 F급 헌터, 고룡의 힘을 얻다!]

마력 제한증에 걸린 F급 헌터 마세윤.
고룡의 신 드라칼이 깃들었다.

“엘더갓! 부숴버리겠어!”",https://page.kakao.com/content/59048488?tab_type=about,나눔
이세계 갓물주로 살아가는 법 [완결] [단행본],fantasy,Fictionist,https://dn-img-page.kakao.com/download/resource?kid=qrtBY/hzp2h2qX4e/cqeyO2dLYavmkZd42vE361&filename=th3,"홀로 살아가는 가난한 편돌이 인생.
나만의 건물을 짓는 크래프팅 게임이 삶의 유일한 낙이다.

[망해가는 세계의 재건자로서 당신을 초대합니다.]

그런데 그 게임 속으로 떨어졌다고?
여기선 나 혼자 건물을 지을 수 있다고?

그렇다면 남은 건, 돈을 쓸어 모으는 것뿐!",https://page.kakao.com/content/59046527?tab_type=about,나눔
피규어 깎던 골렘 장인,fantasy,골드리치,https://dn-img-page.kakao.com/download/resource?kid=DvGtX/hzp2dsa9WA/uEkqCh8gOaSWEMN7YbI0V1&filename=th3,"[피규어 깎던 제작자, 골렘을 깎다?]

하늘에서 탑이 떨어지고, 몬스터들이 출범했다.
위기에 처한 오태식을 구한 건, 최애캐 제이였다.

“내가 골렘 장인이다!”",https://page.kakao.com/content/59043189?tab_type=about,나눔
고조선을 다시 위대하게 [완결],fantasy,인간9호,https://dn-img-page.kakao.com/download/resource?kid=C5OfC/hzp2e5xugk/opzRfO5jmYYo8hwkQowFx1&filename=th3,"역사가 중국을 낳기 전에 진시황을 처치하겠다.

#본 작품은 환단고기등 위서의 내용을 반영하지 않습니다.",https://page.kakao.com/content/58978199?tab_type=about,나눔
던전 여행자[단행본],fantasy,닥터로,https://dn-img-page.kakao.com/download/resource?kid=jE4QT/hzp2mCDMQ4/k8DbsBa9tH5dhUVe56jCpK&filename=th3,"모든 것을 잃은 절망 끝에서 회귀라는 희망을 잡았다.
그러나 세상에는 공짜가 없는 법!
가족을 구하는 김에 세상도 한 번 구해보란다.
모든 것의 시작이었고, 모든 것의 끝이 었던 던전!
그 던전을 여행하다!",https://page.kakao.com/content/59037261?tab_type=about,나눔
삼국지 전위전,fantasy,최선을다해,https://dn-img-page.kakao.com/download/resource?kid=cjou5C/hzp2ljll4v/uYYaCRZutfscIbNPcChua0&filename=th3,"삼국지 최고의 무력을 지닌장수 전위.
조조를 지키다 죽은후 과거의 20대로 돌아간다.
가장 밑바닥 도적부터 시작해 대권을 노리는 이야기.",https://page.kakao.com/content/58998528?tab_type=about,나눔
[개정판] 꿈의 제국 [단행본],fantasy,너도,https://dn-img-page.kakao.com/download/resource?kid=h1YNS/hzmU3miTCk/Jsg4MJi9kpBMf5tYDP6An1&filename=th3,"서기 2445년 대한민국 우주방위군 대위, 우주 수송선 한우리함 함장 김장현.
일본 우주전함의 불시 공격으로 15세기 조선으로 타임슬립한다.
김장현은 다시 돌아갈 수 없는 25세기를 그리워하며 앞으로 닥쳐올 대한민국의 오욕의 역사를 생각하며 25세기 슈퍼컴퓨터 루비와 함께 불시착한 조선을 개혁할 것을 결심한다.
‘나의 조국, 나의 민족을 세계만방에 우뚝 서게 하자. 온 누리에서 존경과 경외를 받는 진정한 강자로 만들어 나의 후손에게 물려주자!’
그가 그려나가는 조선 개혁의 이야기가 시작된다!",https://page.kakao.com/content/59023982?tab_type=about,나눔
ESP가 세계를 구하는 방법,fantasy,정혜석,https://dn-img-page.kakao.com/download/resource?kid=d0V1KJ/hzp2f4qsAl/sh3s6kkuT6uXIatGpXHQa1&filename=th3,"정규직을 목표로 아등바등 살아가던 민수 앞에 어느 날 아귀가 나타났다.
어디 선가 받게 된 능력으로 민수는 수정과 함께 아귀를 무찌르는데 그때부터 나타난 괴물, 괴물, 괴물…. 

그들은 과연 지구를 지킬 수 있을까?",https://page.kakao.com/content/58969026?tab_type=about,나눔
크루세이더 [단행본],fantasy,도동파,https://dn-img-page.kakao.com/download/resource?kid=jCvyz/hzp2lDC8Wj/HJWl6YtgEgqSAeJMVHdhk0&filename=th3,오랜 십자군 전쟁에서 돌아온 기사의 이야기,https://page.kakao.com/content/58991890?tab_type=about,나눔
블러드 투 다크 문,fantasy,사야,https://dn-img-page.kakao.com/download/resource?kid=X8Tkl/hzb7rdjlgw/xKDuNMb4gskxTiGKQ8V5L0&filename=th3,"미치지 않고서는.
사악해지지 않고서는.
이 빌어먹을 세상을 살아갈 수 없다.

붉게 물든 눈동자가 시위를 당기는 순간,
저주받은 세상을 향한 피의 복수가 시작된다.",https://page.kakao.com/content/58303963?tab_type=about,나눔
생존 게임의 천재 궁사가 되었다 [완결],fantasy,방현,https://dn-img-page.kakao.com/download/resource?kid=cQjU5Y/hzp2mbrULM/d9pnGcSkLaMcrMtHDFzOt1&filename=th3,"[외딴 섬의 아카데미]
생존 극악 게임에 우리 학교 전체가 빙의했다.
나는 이 게임의 결말을 거의 본 경험이 있다.
살아남아야한다.",https://page.kakao.com/content/58977242?tab_type=about,나눔
복덩이 소드마스터가 되었다 [완결],fantasy,natasy,https://dn-img-page.kakao.com/download/resource?kid=dLtRbZ/hzp2lcxa6o/Pu42XA1m5dWmFhjEEFGla0&filename=th3,나는 공주의 허수아비 계약 남편이었다,https://page.kakao.com/content/58977442?tab_type=about,나눔
역대급 네크로맨서는 탑을 공략한다,fantasy,차공진,https://dn-img-page.kakao.com/download/resource?kid=bSyMty/hzacflGvrE/rbVx270AV8sfki6Kou1K10&filename=th3,"[전대미문 불세출 헌터 송기현(27)의 사망. 전 세계가 혼돈.]

또 실패다.
나는 예고된 종말, 주어진 10년 안에 7개의 탑을 모두 공략하지 못하면 회귀해버린다.
이번에 17살로 돌아가면 벌써 6번째 회귀로, 무려 7번째 삶을 살게 된다.

‘믿을 수 있는 건 나 자신뿐.’

이렇게 된 이상 나 혼자서라도 탑 공략을 끝내리라.
그 방법으로 선택한 건 바로 S등급 능력, 「네크로맨서」.

[∠( ᐛ 」∠)＿] [다음 번 삶에선 꼭 성공하길 바라마.]

말하지 않아도 그럴 거다.
저 빌어먹을 탑을 모두 공략해 버리겠다!",https://page.kakao.com/content/58161754?tab_type=about,나눔
높은 하늘의 한국인 [단행본],fantasy,겨울까마귀,https://dn-img-page.kakao.com/download/resource?kid=9phwp/hzp2d6Hlnz/HcoNQiYjIj0AMjn0a8JsoK&filename=th3,"항공조종게임을 하다가 트롤러와 뉴타입과 프로와 핵쟁이들에게 멘탈 탈곡 당하다가 빡돌아서 혈압으로 죽어버린 것 같은데, 눈을 떠보니 1941년이라고?


그것도 이민 1세대 한국인 집안의 이민 2세대 외동아들로?

거기에 군대를 가라고? 파일럿으로?


X발 인생. 살아남으려면 발악이라도 해봐야지 안 그래?",https://page.kakao.com/content/58992080?tab_type=about,나눔
두 번 고인 황제놀음,fantasy,NZ,https://dn-img-page.kakao.com/download/resource?kid=Pq7oY/hzb7v7wjXy/bb4jlqxDKJb8i7ckYkoCnK&filename=th3,"제국을 세우고 일만 하다 죽었는데.

100년 뒤에 환생했는데 다음 황제가 없다고?

……나보고 또 하라고?",https://page.kakao.com/content/58024850?tab_type=about,나눔
[개정판] 꿈의 제국,fantasy,너도,https://dn-img-page.kakao.com/download/resource?kid=swr8x/hzp2jlwpi7/rpiDLQ5KYneBqVQFtSPouk&filename=th3,"서기 2445년 대한민국 우주방위군 대위, 우주 수송선 한우리함 함장 김장현.
일본 우주전함의 불시 공격으로 15세기 조선으로 타임슬립한다.
김장현은 다시 돌아갈 수 없는 25세기를 그리워하며 앞으로 닥쳐올 대한민국의 오욕의 역사를 생각하며 25세기 슈퍼컴퓨터 루비와 함께 불시착한 조선을 개혁할 것을 결심한다.
‘나의 조국, 나의 민족을 세계만방에 우뚝 서게 하자. 온 누리에서 존경과 경외를 받는 진정한 강자로 만들어 나의 후손에게 물려주자!’
그가 그려나가는 조선 개혁의 이야기가 시작된다!",https://page.kakao.com/content/58996459?tab_type=about,나눔
광해 대륙정벌하다 [단행본],fantasy,선들,https://dn-img-page.kakao.com/download/resource?kid=bEzCwj/hzp2jZ2Nak/V7PunJSzajYIbANKxjIC00&filename=th3,"광해군으로 환생했다.
이 땅에서 왜적을 물리치고 일본, 청, 몽골, 명을 차례대로 쳐서 광활한 대륙을 정벌하리라!",https://page.kakao.com/content/58963606?tab_type=about,나눔
조선을 미적분하다,fantasy,율근(栗根),https://dn-img-page.kakao.com/download/resource?kid=bU25ZM/hzp2mWM1CW/HnQrUhki1DJYHbSDymA2g0&filename=th3,"특목고 수학 교사인 내가 눈 떠보니 정기룡이 되어 있었다?

~환생은 제자를 싣고~
시공을 뛰어넘어 다시 만난 천재 제자들.
이공학도들은 조선의 개혁을 꿈꾸는가?

그전에 이 빌어먹을 전쟁부터 빨리 끝내야 한다.
조선을 어지럽힌 왜놈들을 죽인다.
처음부터 그 생각뿐이었다.",https://page.kakao.com/content/58972243?tab_type=about,나눔
9번째 적합자 [단행본],fantasy,높푸름,https://dn-img-page.kakao.com/download/resource?kid=pkvrY/hzp2nVGALk/4kHDjgyXk5hhhxDAZktPG0&filename=th3,"‘최연소 각성자’
‘아홉 시의 신데렐라’
‘만년 1레벨자’

각성이 저주 같았던 청소부 길현덕! 적합자로 날아오르다.

[본 작품에 등장하는 인물, 지명, 단체, 회사, 정당, 국가 등은 모두 모두 허구임. 사실과 관계없음]",https://page.kakao.com/content/58963650?tab_type=about,나눔
코인빨로 레벨업,fantasy,홍우진,https://dn-img-page.kakao.com/download/resource?kid=r4HtZ/hzb7rYvekg/qv12MY4EK0mKSeOuQdyt7k&filename=th3,"“인생은 역시…… 한 방이네.”

일확천금의 기회가 올 거라 생각하고 야심차게 코인에 투자를 시작한 유성찬.
인생은 한 방이라는 말처럼 나락으로 떨어지는 것도 한 방이었다.
불어난 빚에 결국 마포 대교 난간에 서게 되는데…….

―코인으로 망한 자, 코인으로 흥하길 기도할게.

그때 들려온 낯선 이의 목소리.

눈을 떠 보니 '디펜'의 무재능 '레오 라이너스'로 회귀했다!

[차원, 가이아의 플레이어 ‘레오 라이너스’의 재능이 개화됩니다.]

재능의 개화와 함께 나타난 창.

그 창이 익숙해도 너무 익숙했다.

'이건…… 날 나락으로 떨어뜨린 코인 어플이잖아?!'",https://page.kakao.com/content/58113177?tab_type=about,나눔
독일군 원수가 회귀했다! [단행본],fantasy,글쓰는고양,https://dn-img-page.kakao.com/download/resource?kid=GN4FN/hzp2fDhjYG/1RzsLcdI96Xlcqk5aPMSv1&filename=th3,"스탈린그라드 전투에서 패배하고, 후회와 절망 속에서 눈을 감은 프리드리히 파울루스 원수.
다시 눈을 뜨자 그는 1940년으로 돌아와 있었다.
바르바로사 작전이 시작되기 전, 바로 그 순간으로.",https://page.kakao.com/content/58938468?tab_type=about,나눔
이세계 밀림의 공룡이 되었다 [단행본],fantasy,일르릅,https://dn-img-page.kakao.com/download/resource?kid=b6WNR9/hzp2gh1nEQ/g2fKrwgKRlHSlqx9kPpprk&filename=th3,"싸워서, 이기고, 살아남아라.
마지막에 서 있는 자는 모든 것을 얻으리라.

#인외 #성장 #공룡괴수 주인공 #상태창 있음 #먼치킨 #괴수대전",https://page.kakao.com/content/58991899?tab_type=about,나눔
저주받은 황태자 [단행본],fantasy,월드스토리,https://dn-img-page.kakao.com/download/resource?kid=UmIKp/hzp2nH5wpf/Z55KhQ6oL4xOt90uauBfw1&filename=th3,"""백성들은 카빈 아드리함에 대해 스트롬 제국을 망국으로 만든 인간이라고 생각한다.
역대 최악의 황제, 그러나 현실은 달랐다.
실상은 귀족들과의 싸움에서 밀린 비운의 황제.
왕실에서 쫓겨나, 증오하던 그에게 찾아온 한 여자의 말.
“나와 세상을 바꿔보지 않겠나? 이대로 망명지에서 죽으면 너에게 뭐가 남지?”
제안에 따라, 철천지원수였던 안드레드 왕국의 앞잡이가 되어 멸망시켰던 파란만장한 삶.
그러다 실패했고, 그 끝은 백성들의 비난이었다.
“이제 나도 죽는 건가. 귀족들과의 싸움을 피하지 않았다면 결과는 어땠을까?”
“내 계약자가 되지 않겠나? 파란만장한 삶을 살다가는 소년이여.”
“계약자? 뭔지 모르겠다만… 가고 싶다. 과거로.”
“그 소원. 이뤄주지.” 
소원을 이뤄주겠던 성창, 카스테온의 한마디.
믿지 못하던 카빈 아드리함은 되도 않는 말을 자장가 삼아, 세상과 작별했다.
‘진짜로 돌아오게 될 줄이야.’""",https://page.kakao.com/content/58938807?tab_type=about,나눔
캐슬 로드는 성을 로딩한다 [단행본],fantasy,탁목조,https://dn-img-page.kakao.com/download/resource?kid=cZve6s/hzp2hgNccS/MPwvD4N4eronXPc4l7hql1&filename=th3,"차원 방어 3군단의 전투 군무원이 된 건우
모든 것을 버리고 차원 게이트를 넘었다
각성 능력은 [성주의 귀환]
우선은 이곳 게이트 차원에서 끝장을 보자
그리고 모든 것을 이룬 후에도 미련이 남으면
그 때, 지구로 돌아가자",https://page.kakao.com/content/58938411?tab_type=about,나눔
내 역사에 조선은 없다 [단행본],fantasy,l살별l,https://dn-img-page.kakao.com/download/resource?kid=bYutse/hzp2d6yGSG/Oqk0J5Qx56ZYuBUNMf43VK&filename=th3,"원나라가 망하고 명나라가 세워지는 격동의 시기.

개혁 군주라 불리던 공민왕이 되었다.

이번 역사에서 조선은 없을 거다.",https://page.kakao.com/content/58938320?tab_type=about,나눔
독식하는 네크로맨서,fantasy,유다,https://dn-img-page.kakao.com/download/resource?kid=Ozsht/hzb7sQnyyP/VWbYs1DU8CQwTv4ykHMjO1&filename=th3,"허상계의 침입으로 시작된 전쟁에서 인류 최후의 생존자가 된 강준.

크로노스의 회중시계의 도움으로 과거로 회귀한 강준은 미래에 벌어질 전쟁에서 승리하기 위해 수단과 방법을 가리지 않기로 결의한다.

필요한 것은, 인류의 패배를 막기 위한 아이템과 스킬, 히든 피스와 이벤트. 그리고 랭커까지. 

그 모든 것을 독식하겠다.",https://page.kakao.com/content/57972222?tab_type=about,나눔
조선에 불시착하다 [단행본],fantasy,수용,https://dn-img-page.kakao.com/download/resource?kid=cUnuBY/hzp2fiYPFU/35Uv1OZQLmhgkcAxDO0TA0&filename=th3,"조선왕조실록 광해군 시절에 나타났다던 의문의 비행물체는 UFO가 아니었다.

23세기, 강대국에게 침략당한 대한민국 우주군 장교가 불시착했다.

그의 정신체가 만석꾼 집안 어린 손자의 뇌에 다운되었으니···.",https://page.kakao.com/content/58938516?tab_type=about,나눔
공주는 죽어서 키운다,fantasy,구팽이,https://dn-img-page.kakao.com/download/resource?kid=9b8Hy/hyuhskWbrt/PB4NCS5KkwDw4hE7IvhKO1&filename=th3,"민서는 [ 레나 키우기 ]에 갇혔다.

[ 레나 키우기를 시작합니다. ] 라는, 음성도 없는 무심한 텍스트와 함께 그는 레오가 되었고 낯선 세계에 수감됐다.

“레오! 내 말 듣고 있어?”
“어어?”
“레오? 표정이 왜 그래? 너어! 또 장난치는 거지?”

그곳에서 산열매를 야무지게 따는, 소꿉친구인 레나를 만났다.
사랑스러운 레나. 레오는 평화로운 산골마을에서 그녀와 결혼하는데...

[ 레나가 결혼했습니다! 축하합니다. ]
[ 레나 키우기를 클리어하지 못하셨습니다. ]
[ 다시 시작됩니다. ]

가장 행복한 순간.
레나가 사라져버렸다.

그리고....

“레오! 내 말 듣고 있어?”
“어어? 레나!”
“왜 아까부터 계속 넋을 놓고 있어? 그리고 사람을 왜 그렇게 쳐다봐? 한 대 맞을래?”

두터운 가죽 갑옷을 입고 검을 어깨에 걸친 레나, 그녀가 흔들림 없는 눈으로 직시했다.

다른 시나리오였다.",https://page.kakao.com/content/52932133?tab_type=about,나눔
